36.0000	35.6000	35.5000	35.1000	445934
35.6000	35.5000	35.1000	34.9500	23827
35.5000	35.1000	34.9500	34.8500	85690
35.1000	34.9500	34.8500	35.2000	97753
34.9500	34.8500	35.2000	35.5000	3140
34.8500	35.2000	35.5000	34.8500	2613
35.2000	35.5000	34.8500	35.4000	3016
35.5000	34.8500	35.4000	35.5000	13626
34.8500	35.4000	35.5000	35.4800	57928
35.4000	35.5000	35.4800	35.3800	2438
35.5000	35.4800	35.3800	34.8500	505
35.4800	35.3800	34.8500	35.0000	49004
35.3800	34.8500	35.0000	34.8400	145
34.8500	35.0000	34.8400	34.9000	63
35.0000	34.8400	34.9000	34.8500	77478
34.8400	34.9000	34.8500	34.7500	40900
34.9000	34.8500	34.7500	34.8000	13155
34.8500	34.7500	34.8000	34.6500	6014
34.7500	34.8000	34.6500	34.8000	25680
34.8000	34.6500	34.8000	34.6000	15199
34.6500	34.8000	34.6000	34.7000	32675
34.8000	34.6000	34.7000	34.7000	5520
34.6000	34.7000	34.7000	34.6500	33436
34.7000	34.7000	34.6500	34.8000	12850
34.7000	34.6500	34.8000	34.7500	49794
34.6500	34.8000	34.7500	34.8000	7679
34.8000	34.7500	34.8000	34.8500	3310
34.7500	34.8000	34.8500	34.9000	21427
34.8000	34.8500	34.9000	34.7000	14524
34.8500	34.9000	34.7000	34.8000	3781
34.9000	34.7000	34.8000	34.9000	12203
34.7000	34.8000	34.9000	34.8000	3952
34.8000	34.9000	34.8000	34.6000	6412
34.9000	34.8000	34.6000	34.0000	13837
34.8000	34.6000	34.0000	33.7000	1112
34.6000	34.0000	33.7000	34.8800	622
34.0000	33.7000	34.8800	34.9200	10057
33.7000	34.8800	34.9200	34.9200	1051
34.8800	34.9200	34.9200	34.9000	14142
34.9200	34.9200	34.9000	34.7000	11191
34.9200	34.9000	34.7000	34.8000	15246
34.9000	34.7000	34.8000	34.6000	43507
34.7000	34.8000	34.6000	34.7900	2031
34.8000	34.6000	34.7900	34.7000	15814
34.6000	34.7900	34.7000	34.3700	4575
34.7900	34.7000	34.3700	34.6000	70382
34.7000	34.3700	34.6000	35.9100	16795
34.3700	34.6000	35.9100	36.6300	11416
34.6000	35.9100	36.6300	36.6200	3783
35.9100	36.6300	36.6200	36.8800	34353
36.6300	36.6200	36.8800	36.9000	247329
36.6200	36.8800	36.9000	36.9000	17220
36.8800	36.9000	36.9000	37.0000	9176
36.9000	36.9000	37.0000	37.3000	10153
36.9000	37.0000	37.3000	37.1800	5135
37.0000	37.3000	37.1800	37.1500	38543
37.3000	37.1800	37.1500	37.0000	7018
37.1800	37.1500	37.0000	37.6000	2388
37.1500	37.0000	37.6000	38.0000	11520
37.0000	37.6000	38.0000	38.0000	818
37.6000	38.0000	38.0000	37.7000	15239
38.0000	38.0000	37.7000	37.7500	6156
38.0000	37.7000	37.7500	37.4500	1978
37.7000	37.7500	37.4500	37.1500	88523
37.7500	37.4500	37.1500	37.1000	5567
37.4500	37.1500	37.1000	37.0000	4334
37.1500	37.1000	37.0000	37.1000	3209
37.1000	37.0000	37.1000	37.0000	18871
37.0000	37.1000	37.0000	37.0000	2870
37.1000	37.0000	37.0000	37.1000	3347
37.0000	37.0000	37.1000	37.3000	5657
37.0000	37.1000	37.3000	37.0500	2096
37.1000	37.3000	37.0500	37.3500	2077
37.3000	37.0500	37.3500	37.0000	6863
37.0500	37.3500	37.0000	36.6700	12949
37.3500	37.0000	36.6700	36.5500	4867
37.0000	36.6700	36.5500	36.7900	12838
36.6700	36.5500	36.7900	37.6000	23901
36.5500	36.7900	37.6000	37.7000	1415
36.7900	37.6000	37.7000	37.8000	2472
37.6000	37.7000	37.8000	37.9000	8411
37.7000	37.8000	37.9000	39.1000	1954
37.8000	37.9000	39.1000	39.4900	3656
37.9000	39.1000	39.4900	39.3000	36330
39.1000	39.4900	39.3000	38.7000	140099
39.4900	39.3000	38.7000	38.5500	6168
39.3000	38.7000	38.5500	38.5000	34894
38.7000	38.5500	38.5000	38.8000	29612
38.5500	38.5000	38.8000	37.8000	12403
38.5000	38.8000	37.8000	37.8000	6677
38.8000	37.8000	37.8000	37.9000	8689
37.8000	37.8000	37.9000	37.5000	13638
37.8000	37.9000	37.5000	37.3000	628
37.9000	37.5000	37.3000	37.8000	11568
37.5000	37.3000	37.8000	38.1500	3052
37.3000	37.8000	38.1500	38.2500	12330
37.8000	38.1500	38.2500	38.7500	2066
38.1500	38.2500	38.7500	39.7000	45197
38.2500	38.7500	39.7000	39.3500	7033
38.7500	39.7000	39.3500	39.1000	27933
39.7000	39.3500	39.1000	39.5000	151360
39.3500	39.1000	39.5000	39.6000	85429
39.1000	39.5000	39.6000	39.5000	48254
39.5000	39.6000	39.5000	39.5000	6170
39.6000	39.5000	39.5000	39.7500	7261
39.5000	39.5000	39.7500	39.7900	6415
39.5000	39.7500	39.7900	39.7400	11965
39.7500	39.7900	39.7400	40.1300	6276
39.7900	39.7400	40.1300	39.9000	10562
39.7400	40.1300	39.9000	39.7500	39521
40.1300	39.9000	39.7500	39.8000	30740
39.9000	39.7500	39.8000	39.4900	1510
39.7500	39.8000	39.4900	39.7000	2286
39.8000	39.4900	39.7000	39.7000	655
39.4900	39.7000	39.7000	39.7000	8284
39.7000	39.7000	39.7000	39.6500	9948
39.7000	39.7000	39.6500	39.6900	1992
39.7000	39.6500	39.6900	39.8000	1608
39.6500	39.6900	39.8000	40.5000	13708
39.6900	39.8000	40.5000	41.0000	1300
39.8000	40.5000	41.0000	40.9200	48253
40.5000	41.0000	40.9200	40.8600	4089
41.0000	40.9200	40.8600	40.8000	46795
40.9200	40.8600	40.8000	40.8000	11205
40.8600	40.8000	40.8000	41.1300	14886
40.8000	40.8000	41.1300	41.4000	2940
40.8000	41.1300	41.4000	41.2000	3608
41.1300	41.4000	41.2000	41.4800	4619
41.4000	41.2000	41.4800	41.4000	1997
41.2000	41.4800	41.4000	40.8000	2415
